,occ_code,occ_title,o_group,tot_emp,area
24349,25-1071,"Health Specialties Teachers, Postsecondary",detailed,11770,37
24350,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,2230,37
24351,25-1081,"Education Teachers, Postsecondary",detailed,2420,37
24352,25-1082,"Library Science Teachers, Postsecondary",detailed,110,37
24353,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,1560,37
24354,25-1112,"Law Teachers, Postsecondary",detailed,380,37
24355,25-1113,"Social Work Teachers, Postsecondary",detailed,550,37
24356,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,2770,37
24357,25-1122,"Communications Teachers, Postsecondary",detailed,930,37
24358,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,2540,37
24359,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,740,37
24360,25-1125,"History Teachers, Postsecondary",detailed,720,37
24361,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,690,37
24362,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,960,37
24363,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,7750,37
24364,25-1199,"Postsecondary Teachers, All Other",detailed,4450,37
24365,25-2011,"Preschool Teachers, Except Special Education",detailed,15350,37
24366,25-2012,"Kindergarten Teachers, Except Special Education",detailed,3890,37
24367,25-2021,"Elementary School Teachers, Except Special Education",detailed,42520,37
24368,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,18770,37
24369,25-2023,"Career/Technical Education Teachers, Middle School",detailed,1130,37
24370,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,24030,37
24371,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,4490,37
24372,25-2051,"Special Education Teachers, Preschool",detailed,580,37
24373,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,6570,37
24374,25-2057,"Special Education Teachers, Middle School",detailed,2630,37
24375,25-2058,"Special Education Teachers, Secondary School",detailed,3830,37
24376,25-2059,"Special Education Teachers, All Other",detailed,130,37
24377,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,3600,37
24378,25-3021,Self-Enrichment Teachers,detailed,8230,37
24379,25-3031,"Substitute Teachers, Short-Term",detailed,20830,37
24380,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,7260,37
24381,25-4011,Archivists,detailed,110,37
24382,25-4012,Curators,detailed,540,37
24383,25-4013,Museum Technicians and Conservators,detailed,280,37
24384,25-4022,Librarians and Media Collections Specialists,detailed,4530,37
24385,25-4031,Library Technicians,detailed,2210,37
24386,25-9021,Farm and Home Management Educators,detailed,110,37
24387,25-9031,Instructional Coordinators,detailed,4900,37
24388,25-9044,"Teaching Assistants, Postsecondary",detailed,2200,37
24389,25-9045,"Teaching Assistants, Except Postsecondary",detailed,30750,37
24390,25-9099,"Educational Instruction and Library Workers, All Other",detailed,11400,37
24391,27-1011,Art Directors,detailed,480,37
24392,27-1012,Craft Artists,detailed,130,37
24393,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,190,37
24394,27-1014,Special Effects Artists and Animators,detailed,450,37
24395,27-1019,"Artists and Related Workers, All Other",detailed,40,37
24396,27-1021,Commercial and Industrial Designers,detailed,870,37
24397,27-1022,Fashion Designers,detailed,140,37
24398,27-1023,Floral Designers,detailed,1060,37
24399,27-1024,Graphic Designers,detailed,6470,37
24400,27-1025,Interior Designers,detailed,1380,37
24401,27-1026,Merchandise Displayers and Window Trimmers,detailed,3410,37
24402,27-1027,Set and Exhibit Designers,detailed,130,37
24403,27-1029,"Designers, All Other",detailed,130,37
24404,27-2011,Actors,detailed,150,37
24405,27-2012,Producers and Directors,detailed,2760,37
24406,27-2021,Athletes and Sports Competitors,detailed,350,37
24407,27-2022,Coaches and Scouts,detailed,6130,37
24408,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,320,37
24409,27-2031,Dancers,detailed,140,37
24410,27-2041,Music Directors and Composers,detailed,60,37
24411,27-2042,Musicians and Singers,detailed,490,37
24412,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,280,37
24413,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,1030,37
24414,27-3023,"News Analysts, Reporters, and Journalists",detailed,930,37
24415,27-3031,Public Relations Specialists,detailed,5000,37
24416,27-3041,Editors,detailed,2130,37
24417,27-3042,Technical Writers,detailed,1640,37
24418,27-3043,Writers and Authors,detailed,1000,37
24419,27-3091,Interpreters and Translators,detailed,2280,37
24420,27-3092,Court Reporters and Simultaneous Captioners,detailed,140,37
24421,27-3099,"Media and Communication Workers, All Other",detailed,360,37
24422,27-4011,Audio and Video Technicians,detailed,1100,37
24423,27-4012,Broadcast Technicians,detailed,550,37
24424,27-4014,Sound Engineering Technicians,detailed,180,37
24425,27-4021,Photographers,detailed,1470,37
24426,27-4031,"Camera Operators, Television, Video, and Film",detailed,260,37
24427,27-4032,Film and Video Editors,detailed,370,37
24428,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,290,37
24429,29-1011,Chiropractors,detailed,880,37
24430,29-1021,"Dentists, General",detailed,3440,37
24431,29-1022,Oral and Maxillofacial Surgeons,detailed,**,37
24432,29-1023,Orthodontists,detailed,150,37
24433,29-1029,"Dentists, All Other Specialists",detailed,90,37
24434,29-1031,Dietitians and Nutritionists,detailed,2160,37
24435,29-1041,Optometrists,detailed,1020,37
24436,29-1051,Pharmacists,detailed,10020,37
24437,29-1071,Physician Assistants,detailed,5440,37
24438,29-1081,Podiatrists,detailed,200,37
24439,29-1122,Occupational Therapists,detailed,3530,37
24440,29-1123,Physical Therapists,detailed,6310,37
24441,29-1124,Radiation Therapists,detailed,590,37
24442,29-1125,Recreational Therapists,detailed,410,37
24443,29-1126,Respiratory Therapists,detailed,4240,37
24444,29-1127,Speech-Language Pathologists,detailed,4450,37
24445,29-1128,Exercise Physiologists,detailed,280,37
24446,29-1129,"Therapists, All Other",detailed,160,37
24447,29-1131,Veterinarians,detailed,2910,37
24448,29-1141,Registered Nurses,detailed,99960,37
24449,29-1151,Nurse Anesthetists,detailed,3190,37
24450,29-1161,Nurse Midwives,detailed,180,37
24451,29-1171,Nurse Practitioners,detailed,5540,37
24452,29-1181,Audiologists,detailed,450,37
24453,29-1211,Anesthesiologists,detailed,670,37
24454,29-1215,Family Medicine Physicians,detailed,1270,37
24455,29-1216,General Internal Medicine Physicians,detailed,280,37
24456,29-1218,Obstetricians and Gynecologists,detailed,400,37
24457,29-1221,"Pediatricians, General",detailed,800,37
24458,29-1223,Psychiatrists,detailed,430,37
24459,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,14080,37
24460,29-1248,"Surgeons, Except Ophthalmologists",detailed,600,37
24461,29-1292,Dental Hygienists,detailed,7090,37
24462,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,890,37
24463,29-2010,Clinical Laboratory Technologists and Technicians,detailed,12030,37
24464,29-2031,Cardiovascular Technologists and Technicians,detailed,1090,37
24465,29-2032,Diagnostic Medical Sonographers,detailed,2330,37
24466,29-2033,Nuclear Medicine Technologists,detailed,540,37
24467,29-2034,Radiologic Technologists and Technicians,detailed,7180,37
24468,29-2035,Magnetic Resonance Imaging Technologists,detailed,920,37
24469,29-2040,Emergency Medical Technicians and Paramedics,detailed,10680,37
24470,29-2051,Dietetic Technicians,detailed,270,37
24471,29-2052,Pharmacy Technicians,detailed,13560,37
24472,29-2053,Psychiatric Technicians,detailed,**,37
24473,29-2055,Surgical Technologists,detailed,3450,37
24474,29-2056,Veterinary Technologists and Technicians,detailed,3600,37
24475,29-2057,Ophthalmic Medical Technicians,detailed,2590,37
24476,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,16910,37
24477,29-2081,"Opticians, Dispensing",detailed,1730,37
24478,29-2091,Orthotists and Prosthetists,detailed,350,37
24479,29-2092,Hearing Aid Specialists,detailed,230,37
24480,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,11860,37
24481,29-9091,Athletic Trainers,detailed,950,37
24482,29-9092,Genetic Counselors,detailed,130,37
24483,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,750,37
24484,31-1120,Home Health and Personal Care Aides,detailed,62310,37
24485,31-1131,Nursing Assistants,detailed,56780,37
24486,31-1132,Orderlies,detailed,960,37
24487,31-1133,Psychiatric Aides,detailed,**,37
24488,31-2011,Occupational Therapy Assistants,detailed,1390,37
24489,31-2012,Occupational Therapy Aides,detailed,90,37
24490,31-2021,Physical Therapist Assistants,detailed,2820,37
24491,31-2022,Physical Therapist Aides,detailed,790,37
24492,31-9011,Massage Therapists,detailed,2980,37
24493,31-9091,Dental Assistants,detailed,9510,37
24494,31-9092,Medical Assistants,detailed,19640,37
24495,31-9093,Medical Equipment Preparers,detailed,2040,37
24496,31-9094,Medical Transcriptionists,detailed,1340,37
24497,31-9095,Pharmacy Aides,detailed,270,37
24498,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,4290,37
24499,31-9097,Phlebotomists,detailed,5960,37
24500,31-9099,"Healthcare Support Workers, All Other",detailed,3650,37
24501,33-1011,First-Line Supervisors of Correctional Officers,detailed,1290,37
24502,33-1012,First-Line Supervisors of Police and Detectives,detailed,4720,37
24503,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,2580,37
24504,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,2010,37
24505,33-2011,Firefighters,detailed,15200,37
24506,33-2021,Fire Inspectors and Investigators,detailed,450,37
24507,33-3011,Bailiffs,detailed,180,37
24508,33-3012,Correctional Officers and Jailers,detailed,15450,37
24509,33-3021,Detectives and Criminal Investigators,detailed,2820,37
24510,33-3031,Fish and Game Wardens,detailed,210,37
24511,33-3041,Parking Enforcement Workers,detailed,60,37
24512,33-3051,Police and Sheriff's Patrol Officers,detailed,21750,37
24513,33-9011,Animal Control Workers,detailed,410,37
24514,33-9021,Private Detectives and Investigators,detailed,680,37
24515,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,**,37
24516,33-9032,Security Guards,detailed,23400,37
24517,33-9091,Crossing Guards and Flaggers,detailed,1030,37
24518,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,4120,37
24519,33-9093,Transportation Security Screeners,detailed,1150,37
24520,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,2020,37
24521,35-1011,Chefs and Head Cooks,detailed,2600,37
24522,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,37850,37
24523,35-2011,"Cooks, Fast Food",detailed,22720,37
24524,35-2012,"Cooks, Institution and Cafeteria",detailed,10960,37
24525,35-2014,"Cooks, Restaurant",detailed,50070,37
24526,35-2015,"Cooks, Short Order",detailed,2930,37
24527,35-2019,"Cooks, All Other",detailed,210,37
24528,35-2021,Food Preparation Workers,detailed,20270,37
24529,35-3011,Bartenders,detailed,13670,37
24530,35-3023,Fast Food and Counter Workers,detailed,136970,37
24531,35-3031,Waiters and Waitresses,detailed,82340,37
24532,35-3041,"Food Servers, Nonrestaurant",detailed,8320,37
24533,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,8680,37
24534,35-9021,Dishwashers,detailed,13340,37
24535,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,17500,37
24536,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,1480,37
24537,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,4910,37
24538,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,3360,37
24539,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,54770,37
24540,37-2012,Maids and Housekeeping Cleaners,detailed,32530,37
24541,37-2019,"Building Cleaning Workers, All Other",detailed,**,37
24542,37-2021,Pest Control Workers,detailed,3640,37
24543,37-3011,Landscaping and Groundskeeping Workers,detailed,31430,37
24544,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,610,37
24545,37-3013,Tree Trimmers and Pruners,detailed,1710,37
24546,37-3019,"Grounds Maintenance Workers, All Other",detailed,70,37
24547,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,6590,37
24548,39-2011,Animal Trainers,detailed,630,37
24549,39-2021,Animal Caretakers,detailed,7800,37
24550,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,5530,37
24551,39-3091,Amusement and Recreation Attendants,detailed,17470,37
24552,39-3092,Costume Attendants,detailed,50,37
24553,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,120,37
24554,39-4021,Funeral Attendants,detailed,1540,37
24555,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,1040,37
24556,39-5011,Barbers,detailed,910,37
24557,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,8850,37
24558,39-5092,Manicurists and Pedicurists,detailed,810,37
24559,39-5093,Shampooers,detailed,150,37
24560,39-5094,Skincare Specialists,detailed,1200,37
24561,39-6011,Baggage Porters and Bellhops,detailed,800,37
24562,39-6012,Concierges,detailed,520,37
24563,39-7010,Tour and Travel Guides,detailed,1140,37
24564,39-9011,Childcare Workers,detailed,19780,37
24565,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,8910,37
24566,39-9032,Recreation Workers,detailed,7480,37
24567,39-9041,Residential Advisors,detailed,1940,37
24568,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,630,37
24569,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,39720,37
24570,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,9290,37
24571,41-2011,Cashiers,detailed,126920,37
24572,41-2021,Counter and Rental Clerks,detailed,11090,37
24573,41-2022,Parts Salespersons,detailed,8570,37
24574,41-2031,Retail Salespersons,detailed,143830,37
24575,41-3011,Advertising Sales Agents,detailed,3850,37
24576,41-3021,Insurance Sales Agents,detailed,12920,37
24577,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,12730,37
24578,41-3041,Travel Agents,detailed,1260,37
24579,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,35250,37
24580,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,12040,37
24581,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,44320,37
24582,41-9011,Demonstrators and Product Promoters,detailed,1780,37
24583,41-9021,Real Estate Brokers,detailed,2370,37
24584,41-9022,Real Estate Sales Agents,detailed,6860,37
24585,41-9031,Sales Engineers,detailed,1920,37
24586,41-9041,Telemarketers,detailed,2030,37
