GPCR,STANDARD_VALUE,smiles
P30939,-1.279,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CC=C4[N+](=O)[O-]
P30939,-3.35,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
P30939,-2.94,CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)F)C(=O)C3CCN(CC3)C
P30939,-3.7,CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21
P30939,-1.5,CN1CCC(CC1)C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=C(C=C3)F)F
P30939,-3.9,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
P30939,-0.987,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=NC=C4
P30939,-1.792,CC(C)(C)C(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-2.531,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
P30939,-1.13,CC1=C(C2=C(O1)C=CC(=N2)NC(=O)C3=CC=C(C=C3)F)CCN(C)C
P30939,-1.204,CN1CCCC1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl
P30939,-0.8,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-3.648,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
P30939,-2.7,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC(=CC=C4)NS(=O)(=O)C
P30939,-1.1,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
P30939,-3.9,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N
P30939,-3.699,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
P30939,-0.954,CN1CCC(CC1)C2CNC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-2.4,CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCN(CC4)C
P30939,-3.505,CN1CCC(CC1)C(=O)C2=CC(=CN=C2)NC(=O)C3=CC=C(C=C3)F
P30939,-1.623,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-]
P30939,-1.538,CN1CCC(CC1)C2=COC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-2.716,CN1CCC(CC1)N2CCOC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-0.58,CCNC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-1.962,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
P30939,-1.279,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NS(=O)(=O)C
P30939,-1.195,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CC=N4
P30939,-1.204,CN1CCCC1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl
P30939,-2.756,CN(C)CCC1=C2C=C(N(C2=CC=C1)S(=O)(=O)C3=CC=CC=C3)C(=O)C4=CC=CC=C4
P30939,-1.41,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
P30939,-2.724,CN1CCC(CC1)C(=O)C2=CC(=C(C=C2)F)NC(=O)C3=CC=C(C=C3)F
P30939,-3.5,C1CN(CCN1C2=CC=C(C=C2)C#N)C(=O)COC3=CC4=C(C=C3)NC=C4CCN
P30939,-2.342,CC(=O)NC1=NC=C2C(=N1)C(=CN2)C3CCN(CC3)C
P30939,-3.857,C1CNCCC1OC2=C(C=C(C=C2)CN3CCC(C3)NC(=O)C4=CC(=C(C=C4)Cl)Cl)Br
P30939,-2.307,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O
P30939,-3.23,CN1CCC(CC1)C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=C(C=C3)F)Cl
P30939,-2,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)N
P30939,-0.097,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O
P30939,-1.653,CC(=O)NC1=NC2=C(C=C1)NC=C2C3CCNCC3
P30939,-3.7,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC(=CC=C3)Br
P30939,-3.699,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N
P30939,-1.301,CCCCCCCC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-0.892,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=COC=C4
P30939,-2.785,CN1CCC(CC1)C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=C(C=C3)F)OC
P30939,-1.826,CN1CCC(CC1)C2=CNC3=CN=C(N=C23)NC(=O)C4=CC=C(C=C4)F
P30939,-1.531,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
P30939,-2.491,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
P30939,-0.681,CN1CCC(CC1)N2CCC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-2.262,CN1C=C(C2=C1C=CC(=C2)O)CCN
P30939,-1.09,C1CC(NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl
P30939,-0.924,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CSC=C4
P30939,-0.978,C1CNCCC1C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-0.58,CN(C)CCC1=CNC2=C1C(=CC=C2)NC(=O)C3=CC=C(C=C3)F
P30939,-0.342,CN1CCC(CC1)N2C=CC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-0.998,CCCC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-1.041,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CC(=C4)C#N
P30939,-3.398,CN(C)CCC1=CN(C2=C1C=C(C=C2)OC)S(=O)(=O)C3=CC=CC=C3
P30939,-2.886,CN(C)CCC1=CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC=C3
P30939,-0.987,CC(=O)NC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-1.477,CC(C)N1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-0.591,CN(C)CCC1=C2C=CN(C2=CC=C1)S(=O)(=O)C3=CC=CC=C3
P30939,-3.204,CCCN(CCC)CCC1=CNC2=C1C=C(C=C2)C(=O)N
P30939,-1.273,CCC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-1.041,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)NC4=CC=C(C=C4)F
P30939,-1.301,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CC=C4OC
P30939,-0.5,C1CN(CCC1C2=CNC3=C2C=C(C=C3)O)CCCCCNC(=O)C=CC4=CC(=C(C=C4)Cl)Cl
P30939,-3.114,CN1CCC(CC1)C(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=C(C=C3)F)F
P30939,-3.3,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC=CC5=C4N=CC=C5
P30939,-2.114,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
P30939,-2.382,CN1CCC(CC1)C2=NOC3=C2C=C(C=C3)NC(=O)C4=C(C=C(C=C4)F)F
P30939,-2.322,CC(=O)NC1=NC=C2C(=C1)C(=CN2)C3CCN(CC3)C
P30939,-1.043,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CS4
P30939,-1.079,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CO4
P30939,-3.5,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O
P30939,-2.6,CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)OC)N5CCN(CC5)C
P30939,-0.591,CN1CCC(CC1)C2=C3C=C(C=CC3=NN2)NC(=O)C4=CC=C(C=C4)F
P30939,-1.146,CCCCN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-3.248,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O
P30939,-3.59,CC(C)(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O
P30939,-0.3,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F
P30939,-3,C1CN(CCN1)C2=CC=CC(=C2)C(F)(F)F
P30939,-3.041,CN1CCC(CC1)C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=C(C=C3)F)O
P30939,-2.616,CC1=C(C2=C(N1)C=CC(=C2)O)CCN
P30939,-3.648,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
P30939,-2.5,CCCCCCOC1=NSN=C1C2=CCCN(C2)C
P30939,-1.279,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CC=C4F
P30939,-1.544,CCC(=O)NC1=NC2=C(C=C1)NC=C2C3CCNCC3
P30939,-0.398,CNC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-0.204,CN1CCC(CC1)C2=CNC3=C2C(=CC=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-1,C1=CC2=C(C=C1O)C(=CN2)CCN
P30939,-0.672,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)OS(=O)(=O)C
P30939,-1.672,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C(C=CC=C32)CCN
P30939,-1.856,CN1CCC(CC1)C2=NOC3=C2C=C(C=C3)NC(=O)C4=C(C=C(C=C4)F)Cl
P30939,-1.672,CN1CCC(CC1)C2=COC3=C2N=C(C=C3)NC(=O)C4=C(C=C(C=C4F)F)F
P30939,-2.146,CN1CCC(CC1)C2=COC3=C2N=C(C=C3)NC(=O)C4=C(C=C(C=C4)F)Cl
P30939,-2.86,C1=CC2=C(C=C1C(=O)N)C(=CN2)CCN
P30939,-0.299,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-0.613,CN1CCC(CC1)N2C3=C(C=CC(=C3)NC(=O)C4=CC=C(C=C4)F)C=N2
P30939,-0.613,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=C(C=C(C=C4)Cl)Cl
P30939,-1.57,CN(C)CCC1=CNC2=C1C=C(C=C2)OC
P30939,-2.556,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
P30939,-1.73,C1CN(CCN1)C2=CC=CC3=CC=CC=C32
P30939,-3.59,CC(C)(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O
P30939,-1.53,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
P30939,-0.851,CC1=C(C2=C(N1)C=CC=C2NC(=O)C3=CC=C(C=C3)F)CCN(C)C
P30939,-3.58,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CCC5=CC(=CC=C5)F
P30939,-1.079,CC1=CC=CC=C1C(=O)NC2=NC3=C(C=C2)NC=C3C4CCN(CC4)C
P30939,-3,C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl
P30939,-0.778,CN(C)C1CCC2=C(C1)C3=C(N2)C=CC(=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-1.58,CN1CCC(CC1)N2CNC3=C2C=C(C=C3)NC(=O)C4=C(C=C(C=C4)F)Cl
P30939,-3.093,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
P30939,-1.491,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
P30939,-3.382,C1=CC=C2C(=C1)C(=CN2)CCN
P30939,-1.1,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
P30939,-0.556,CCCC(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
P30939,-0.881,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-1.172,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4CCC4
P30939,-1.079,CC1=CC=C(C=C1)C(=O)NC2=NC3=C(C=C2)NC=C3C4CCN(CC4)C
P30939,-3,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC(=CC=C4)N5CCCS5(=O)=O
P30939,-1.554,CN1CCC(CC1)C2=COC3=C2N=C(C=C3)NC(=O)C4=C(C=CC=C4Cl)F
P30939,-1.431,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F
P30939,-1.491,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
P30939,-2.231,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
P30939,-1.09,C1CC(NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl
P30939,-1.25,C1CC(NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)CC4=CC=CC=C4I
P30939,-3.067,COC1=CC2=C(C=C1)NC=C2CCN
P30939,-2.23,CCN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-0.863,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CC=C4
P30939,-1.875,C1CN(CCC1C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F)CCC5=CC=CC=C5
P30939,-1,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
P30939,-1.663,CN1CCC(CC1)C(=O)C2=CC(=CC=C2)NC(=O)C3=CC=C(C=C3)F
P30939,-1.114,CN1CCC(CC1)C2=CNC3=CN=C(C=C23)NC(=O)C4=CC=C(C=C4)F
P30939,-1.322,CCN1CCC(=CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C
P30939,-2.309,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
P30939,-1.398,CCN1CCC(=CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-1.255,CCCN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=C(C=C4)F
P30939,-0.6,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
P30939,-0.914,CC1=C(C2=C(N1)C=CC(=C2)NC(=O)C3=CC=C(C=C3)F)CCN(C)C
P30939,-1.301,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4CCCCC4
P30939,-1.114,CCCCCC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P30939,-2,CN1CCC(CC1)C2=CNC3=C2NC(=O)C=C3
P30939,-1.613,CN1CCC(CC1)C(=O)C2=CC(=CC(=C2)F)NC(=O)C3=CC=C(C=C3)F
P30939,-1.964,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
P30939,-0.431,CN1CCCC1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl
P30939,-3.24,CC(CC1=CC(=C(C=C1OC)I)OC)N
P30939,-3,CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)OC)OCCN(C)C
P30939,-3.8,CC1CCN(CC1)CCC(C)N(C)S(=O)(=O)C2=CC=CC(=C2)C
P30939,-1.34,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4CC4
P30939,-1.776,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=CC=C(C=C3)F
