GPCR,STANDARD_VALUE,smiles
P28221,1,C1CN(CCC1(CC2=CC=CC=C2)O)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-1.362,CCCN(CCC)C1CCC2=C(C1)C3=C(C=C2)NC=C3Cl
P28221,-0.6,C1CCN=C(C1)NCCCNCC2CCC3=CC=CC=C3O2
P28221,-2.362,CN1CCN(CC1)C2=C(C=CC(=C2)NC(=O)N3CCN(CC3)C4=CC=C(C=C4)OC)OC
P28221,-1.946,CN1C(=O)C=NN(C1=O)CCCCN2CCN(CC2)C3=CC=CC=C3OC
P28221,-0.3,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=C5C(=CC=C4)N6C=NC(=C6CO5)C#N
P28221,0.161,CC1=CC=CC=C1N2CCN(CC2)C(=O)COC3=CC4=C(C=CC=C4N5CCN(CC5)C)C=C3
P28221,-2.849,CCCNC1CCC2=C(C1)C(=CC=C2)CS(=O)(=O)C(F)(F)F
P28221,-2.778,CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)C
P28221,-2.279,C1CN(CCN1)C2=NC3=C(C=CC(=C3)C(F)(F)F)N4C2=CC=C4
P28221,-1.301,CN(CC=C)C1CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4
P28221,-0.041,CC(=O)N(CC1CCN(C1)CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=C5
P28221,0.097,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(=CC2)C3=CC4=C(C=C3)NC=C4CC5CCCN5C
P28221,-0.58,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)NC4=CC=C(C=C4)F
P28221,-1.859,CCCNC1CCC2=C(C1)C(=CC=C2)CS(=O)(=O)C(F)(F)F
P28221,1.1,CC1=NC2=CC(=CC(=C2C=C1)N3CCN(CC3)CCC4=C5C(=CC=C4)N(C(=O)CO5)C)F
P28221,-4.623,CC1=CC=CC=C1N2CCN(CC2)C(=O)CNC3=CC(=C(C=C3)OC)N4CCN(CC4)C
P28221,-0.4,CN1CCN(CC1)C2=NC=CC3=CC4=C(C=C32)N(CC4)C(=O)C5=CC=CC=C5Cl
P28221,-3.442,CC1=NC(=C(C(C1C(=O)N)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=CC=C4)C
P28221,-0.653,C1CC1CNCC2(CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5)O
P28221,-2.474,CNC(=O)C1=CC2=C(C=C1)C(OCC2)CCN3CCN(CC3)C4=CC=C(C=C4)OC
P28221,-3.805,CC1CCCN1CCC2=CC3=C(O2)C=CC(=C3)C(=O)C4=CC=C(C=C4)F
P28221,-3.58,CC1(C(=O)N(C(=O)N1)CCC2=CC3=C(C=C2)NC(=C3CCN(C)C)C(=O)NCC4=CC=CC=C4)C
P28221,0.046,C1CN(CCC1(CC2=CC=CC=C2)F)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-0.544,CC1=CC2=C(C=C1)NC=C2CC3CCCN3C
P28221,-0.356,C1CN(CCN1C2=CC=C(C=C2)N)C(=O)COC3=CC4=C(C=C3)NC=C4CCN
P28221,-2.255,CN(C)CCC1=CN(C2=C1C=C(C=C2)O)C(=O)C3=CC=CC=C3
P28221,-2.204,CC1C2=C(C(=CC=C2)OC(C)C)NC(=N1)NC
P28221,-3,C1CN(CCC1C2=CNC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F)CC(C(F)(F)F)N5CCC(CC5)C6=CNC7=C6C=C(C=C7)NC(=O)C8=CC=C(C=C8)F
P28221,-1.833,C1=CC=C2C(=C1)C=CC=C2OCCNCCO
P28221,-1.38,C1CN(CC=C1C2=NNC3=C2C=CC(=C3)F)CCC4C5=C(CCO4)C=C(C=C5)C(=O)N
P28221,0.42,CC1=CC=C(C=C1)NC(=S)N2CCC(=CC2)C3=CC4=C(C=C3)NC=C4CC5CCCN5C
P28221,-0.7,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC(=C(C=C4)Cl)[N+](=O)[O-]
P28221,-1.964,CCCNC1CCC2=C(C1)C(=CC=C2)OS(=O)(=O)C(F)(F)F
P28221,-3.504,CC(CF)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O
P28221,-0.602,CC1=CC=CC=C1CNCC2(CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5)O
P28221,-0.4,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC5=C(C=C4)OCC(=O)N5CC(C)C
P28221,0.041,CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)CO
P28221,-2.602,CC1=C(C=CC(=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)O)N5CCN(CC5)C
P28221,-0.176,CC(C1=CC=C(C=C1)NC(=O)C)NCC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,0.3,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)NC(=O)NC5=CC=C(C=C5)F
P28221,-2.7,CC1CCN(CC1)CCC2CCCCN2S(=O)(=O)C3=CC=CC4=CC=CC=C43
P28221,0.092,C1CC(N(C1)CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)COCC5=CC=CC=C5
P28221,-2.798,CN1CCC2=C(C1)C3=C4N2CCC5=CC=CC=C5C4=CC=C3
P28221,-0.505,CC1=CC=C(S1)C2=CC3=C(C=C2)NC=C3CCN(C)C
P28221,0.6,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC5=C(C=C4F)OCC(=O)N5
P28221,-1.833,CCCCCCCCCOC1=CC2=C(C=C1)NC=C2CCN
P28221,-3.243,CC1=NC(=C(C(C1C(=O)C)C2=CC3=C(C=C2)OCO3)C(=O)NCCCN4CCC(CC4)(C5=CC=CC=C5)C(=O)OC)C
P28221,-3.424,CC1(N=C(NC(=N1)NC2=CC(=CC=C2)Br)N)C
P28221,0.131,CC1N=C(NO1)C2=CC(=C(C=C2)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)OC)N5CCN(CC5)C)C
P28221,-0.3,CC1=C(C2=C(C=C1)N(C(=O)C=C2)C)CCN3CCN(CC3)C4=CC=CC5=C4C=CC(=N5)C
P28221,-0.58,COC1=CC=C(C=C1)N2CCN(CC2)CCC3C4=C(CCO3)C=C(C=C4)C(=O)N
P28221,0.7,CC1=CC2=C(N1)C=CC=C2N3CCN(CC3)CCC4=CC5=C(C=C4)OCC(=O)N5
P28221,-3.54,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
P28221,-3,C1CN(CCC1C2=CNC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F)CC5=CC=CC=C5
P28221,0.3,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC(=CC=C4)NC(=O)C
P28221,-0.8,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC5=C(C=C4)OCC(=O)N5CC6=CC=CC=C6
P28221,-3.69,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
P28221,-0.767,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC
P28221,-1.69,CN1CCC2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC
P28221,0.5,CC1=NC2=C(C=CC(=C2C=C1)N3CCN(CC3)CCC4=CC5=C(C=C4)OCC(=O)N5)F
P28221,-0.519,C1CCN(C(C1)C2=CC=CC=C2)C3CCN(CC3)CCCC4=CNC5=C4C=C(C=C5)N6C=NN=C6
P28221,0.886,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
P28221,-2.519,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-]
P28221,0.022,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NC(=O)CCCC(=O)NC4=CC5=C(C=C4)NC=C5C6CCN(CC6)C
P28221,-3.504,CC1=C(C(C(=C(N1)C)C(=O)NCCCN2CCC(CC2)(C3=CC=CC=C3)C(=O)OCCOC)C4=CC=C(C=C4)[N+](=O)[O-])C(=O)N
P28221,-1.436,C1CC(=CCC1NCCCNC2CCC(=CC2)C3=CNC4=C3C=C(C=C4)C(=O)N)C5=CNC6=C5C=C(C=C6)C(=O)N
P28221,0.347,C1CN(CCC1(CNCC2=CC=CC=C2)O)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,0.1,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=C(C5=C(C=C4)OCC(=O)N5)F
P28221,-0.3,C1CC2=CC=CC=C2OC1CNCCCNC3=NN=C(C=C3)Cl
P28221,-3.21,CC1=C(C2=C(N1)C=CC=C2NC(=O)C3=CC=C(C=C3)F)CCN(C)C
P28221,0.2,CC1CN(CCN1CCCC2=C3C(=CC=C2)N(C(=O)CO3)C)C4=CC=CC5=C4C=CC(=N5)C
P28221,-0.924,CCCC1=CNC2=C(C=C3CCC(CC3=C12)N(CCC)CCC)F
P28221,-0.653,C1C=CCN1CCC2=CNC3=C2C=C(C=C3)C4=CC=CS4
P28221,0.7,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=C5C(=CC=C4)N6C=NC(=C6CO5)C(=O)N7CCC7
P28221,-0.863,CC(C)(C)CNCC1(CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)O
P28221,-1.2,CC1CN(CC(N1C)C)C2=C(C=C3CCN(C3=C2)C(=O)C4=CC=C(C=C4)C5=C(C=C(C=C5)C6=NOC(=N6)C)C)OC
P28221,-0.389,CN1C(COC1=O)CC2=CC3=C(C=C2)NC=C3CCN4CCC(C4)CN(C)CC5=CC=CC=C5
P28221,0.377,CN1CCCC1CC2=CNC3=C2C=C(C=C3)C4=CCN(CC4)C(=O)NC5=CC=C(C=C5)OC
P28221,0.357,C1CN(CCN1C2=CC=CC=C2[N+](=O)[O-])C(=O)COC3=CC4=C(C=C3)NC=C4CCN
P28221,-2.4,CC1CN(CC(N1)C)C2=C(C=C3CCN(C3=C2)C(=O)C4=CC=C(C=C4)C5=C(C=C(C=C5)C6=NC=CC=N6)C)OC
P28221,-1.38,CCCN(CC1CC1)C2CCC3=C(C2)C4=C(C=C3)NC=C4C=O
P28221,-1.23,C=CCNCC1CCN(C1)CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4
P28221,-3.3,CC1CCN(CC1)CCC2CCCCN2S(=O)(=O)C3=CC=CC4=CC=CC=C43
P28221,-2.869,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4CCCC4
P28221,-2.4,CC1=NC2=C(C=C1)C(=CC=C2)OCC3CCN(CC3)CC(=O)C4=CC5=C(C=C4)OCC(=O)N5
P28221,-2.322,CN1CCN(CC1)CCCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4
P28221,-1.9,CC1CN(CC(N1C)C)C2=C(C=C3CCN(C3=C2)C(=O)NC4=C(C(=CC=C4)Cl)Cl)OC
P28221,-0.653,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C(C=CC=C32)CCN
P28221,-1.886,C1CCN(C1)C2CCC3=C(C2)C4=C(C=C3)NC=C4
P28221,-0.591,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)OCCCCCCOC3=CC=CC4=C3CC(CC4)N(CCC)CCC
P28221,-1.477,C1CN(CCC1OCC2=CC=CC=C2)CC(CC3=CNC4=C3C=C(C=C4)N5C=NN=C5)F
P28221,-2.348,CCCCCCCCCOC1=CC2=C(C=C1)NC=C2CCNCCCC
P28221,-1.204,CCCN(C)C1CCC2=C(C1)C3=C(C=C2)NC=C3C=O
P28221,-1.574,CN(CC1=CC=CC=C1)C2CCN(C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-0.771,CN(CC1CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)C(=O)NC5=CC=CC=C5
P28221,0,CC(C1=CC=CC=C1)N2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-3.1,CC1=NC2=C(C=C1)C(=CC=C2)OC3CCN(CC3)CC4=CC5=C(C=C4)OCC(=O)N5
P28221,-1.944,CC1CN(CCN1CCC2C3=C(CCO2)C=C(C=C3)C(=O)N)C4=CC=CC5=C4C=CC(=C5)F
P28221,-1.568,CC1=C(C(=CC=C1)C)N2CCN(CC2)C(=O)NC3=CC(=C(C=C3)OC)N4CCN(CC4)C
P28221,-0.301,CCCN(CCCC1=CC=CC=C1)C2CCC3=C(C2)C4=C(C=C3)NC=C4C=O
P28221,-2.657,CC1C2=C(C=CC(=C2Cl)Cl)NC(=N1)NC
P28221,-1.2,CC1=NC2=CC(=CC(=C2C=C1)N3CCN(CC3)CCCC4=C5C(=CC=C4)N(C(=O)CO5)C)F
P28221,-0.342,C1CN(CC1COCC2=CC=CC=C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-1.204,CC(C)(C)CCCCCCOC1=CC2=C(C=C1)NC=C2CCN
P28221,-2.644,CCCN(CCC)C1CCC2=C(C1)C3=C(C=C2)NC=C3
P28221,0.222,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)C5=NC=CC=N5
P28221,0.3,CN1CCN(CC1)C2=NC=CC3=CC4=C(C=C32)N(CC4)C(=O)C5=CC=C(C=C5)Cl
P28221,0.301,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)C(CO)C5=CC=CC=C5
P28221,0.337,C1=CC2=C(C=C1OCCCCCCOC3=CC4=C(C=C3)NC=C4CCN)C(=CN2)CCN
P28221,-2.468,CCCN(CCC)C1CCC2=CC(=C3C(=C2C1)C=CN3)F
P28221,-0.267,CN(CC1=CC=CC=C1)C2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-1.279,CC(=O)NC1=CC=C(C=C1)CN(C)C2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-0.934,COC1=CC=C(C=C1)N2CCN(CC2)CCC3C4=C(CCO3)C=C(C=C4)C(=O)N
P28221,-0.4,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=C5C=CC=NC5=CC=C4
P28221,-2.882,CCCN(CCC)C1CCC2=C(C1)C=CC(=C2N)F
P28221,-0.146,CC(CN1CCN(CC1)CC(CC2=CNC3=C2C=C(C=C3)N4C=NN=C4)F)C5=CC(=CC=C5)F
P28221,0.3,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)NC(=O)C5=CC=C(C=C5)OC
P28221,-0.447,CCCN(CCC1=CC=CC=C1)C2CCC3=C(C2)C4=C(C=C3)NC=C4C=O
P28221,0.2,CC1CN(CCN1)C2=CC=CC(=C2)CC3CCN(CC3)CCOC4=CC=CC5=C4C=CC(=N5)C
P28221,0,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
P28221,-1.724,CN1CCC(CC1)C2=CNC3=CN=C(C=C23)NC(=O)C4=CC=C(C=C4)F
P28221,-2.48,CN(C)CC1CC2C3=CC=CC=C3CC4=C(N2O1)C=C(C=C4)F
P28221,-1.176,C1CN(CC=C1C2=CNC3=C2C=CC=C3F)CCC4C5=C(CCO4)C=C(C=C5)C(=O)N
P28221,0.5,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=C5C(=CC=C4)N(C(=O)CO5)C
P28221,-1.255,CC(C1=CC=CC=C1)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NC=N5
P28221,-3.127,C1CNCCC1C(=O)NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54
P28221,-3.794,CN(C)CCC1=C(NC2=C1C=C(C=C2)OC)C3=CC=CC=C3
P28221,-3.22,CCCNC1CCC2=C(C1)SC(=N2)N
P28221,-4.71,CC1=NC(=C(C(C1C(=O)NC)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(CN(C)C)C4=CC=CC=C4)C
P28221,-2.763,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
P28221,-0.842,COCC(C1=CC=C(C=C1)F)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)CN5C=NC=N5
P28221,0.456,C1CN(CCN1CCOC2=CC3=C(C=C2)NC=C3CCN)CCOC4=CC5=C(C=C4)NC=C5CCN
P28221,0.3,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(C(C3)(C)C)CCC4=C5C=CC(=O)N(C5=CC=C4)C
P28221,-0.14,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
P28221,-0.929,CC1=CC=C(C=C1)C(=O)NN2CCC(=CC2)C3=CC4=C(C=C3)NC=C4CCN5CCCC5
P28221,-3.83,CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC2=CC=CC=C2
P28221,-1.892,C1CN(CCC1CC2=CC=CC=C2)CC(CC3=CNC4=C3C=C(C=C4)N5C=NN=C5)(F)F
P28221,-1.756,C1CN(CC=C1C2=CNC3=C2C=CC(=C3F)F)CCC4C5=C(CCO4)C=C(C=C5)C(=O)N
P28221,0.398,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
P28221,-4.459,CC1=NC(=C(C(C1C(=O)O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C(=O)OC)C
P28221,-0.6,CC1CN(CCN1CCCC2=C3C(=CC=C2)N(C(=O)CO3)C)C4=C5C=CC(=NC5=CC(=C4)F)C
P28221,0.2,CCC1=C(C=NN1C2=CC=C(C=C2)C#N)C(=O)N3CCC4=C3C=C5C(=C4)C=CN=C5N6CCN(CC6)C
P28221,-2.813,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=CC=CS4
P28221,0.481,C1CC(=CCC1NCCCCCCCCCCCCNC2CCC(=CC2)C3=CNC4=C3C=C(C=C4)C(=O)N)C5=CNC6=C5C=C(C=C6)C(=O)N
P28221,-3.158,CC1C2=C(C=CC=C2Cl)NC(=N1)NCC(F)F
P28221,-1.146,C1CN(CCC1NCC2=CC=CC=N2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-0.978,C1CCN(C1)CCC2=CNC3=C2C=C(C=C3)C4=CCN(CC4)NC(=S)C5=CC=CC=C5
P28221,-3.167,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2C(=CC=C4)OC
P28221,-2.041,CCCCCCCC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P28221,-0.607,C1CN(CC1CNCC2=CC=CC=C2)CCC3=CNC4=C3C=C(C=C4)CN5C=NC=N5
P28221,0.1,COC1=CC=CC2=C1OC(CC2)CNCCCNC3=NCCCN3
P28221,0.046,CN(CC1CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=C5
P28221,0.155,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=COC=C5
P28221,-0.491,C1CN(CCN1C2=CC=C(C=C2)[N+](=O)[O-])C(=O)CCCOC3=CC4=C(C=C3)NC=C4CCN
P28221,0.337,CN1CCCC1CC2=CNC3=C2C=C(C=C3)C4=CCN(CC4)C(=S)NC5=CC=C(C=C5)OC
P28221,-0.4,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=C5C=NC=NC5=CC=C4
P28221,-1.978,C1CC(N(C1)CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)COCC5=CC=CC=C5
P28221,-3.279,CN1CCC(CC1)C2=CNC3=CN=C(N=C23)NC(=O)C4=CC=C(C=C4)F
P28221,-3.026,COC1=C(C=CC=C1OCCF)C(C2CCN(CC2)CCC3=CC=C(C=C3)F)O
P28221,0,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC=CC=C4
P28221,-1.748,CC1CN(CCN1CCC2C3=C(CCO2)C=C(C=C3)C(=O)N)C4=CC=CC5=C4C=CC(=C5)F
P28221,-3.015,CC1=C(C(=C(C=C1)O)C)CC2=NCCN2
P28221,-3.243,CC1=C(C(C(=C(N1)C)C(=O)NCCCN2CCC(CC2)(C3=CC=CC=C3)C(=O)OC)C4=CC5=C(C=C4)OCO5)C(=O)C
P28221,0.745,C1=CC2=C(C=C1OCCNC(=O)COC3=CC4=C(C=C3)NC=C4CCN)C(=CN2)CCN
P28221,0.5,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N(C)C(=O)C
P28221,-2.623,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)N
P28221,0.5,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N5CCCNC5=O
P28221,-0.568,CC1CC(N1C(=O)C2CN(C3CC4=CNC5=CC=CC(=C45)C3=C2)C)C
P28221,-1.643,CN1CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4
P28221,0.3,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N
P28221,-1.114,C1CN(CC(C1NCC2=CC=CC=C2C(F)(F)F)F)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-1.919,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=C(C=C(C=C4)Cl)Cl
P28221,-1.114,CN(CC1=CC=CC=C1C(F)(F)F)C2CCN(CC2F)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,0.699,CC(=O)NC1=CC=CC(=C1)CN2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,0.9,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=C5C(=CC=C4)N6C=NC(=C6CO5)C(=O)NC
P28221,-1.322,CC(C)(C)OC(=O)NCC1(CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)O
P28221,-2.643,CCCN(CCC)C1CCC2=C(C1)C3=C(C=C2)NC=C3C(=O)C(=O)N
P28221,-1.041,CC(=O)NC1=CC=C(C=C1)CNCC2CCN(C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
P28221,-3.419,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
P28221,0.034,C1CN(CCC1CC2=CC=CC=C2)CC(CC3=CNC4=C3C=C(C=C4)N5C=NN=C5)F
P28221,-0.4,CC1CN(CCN1CCC2=C(C=CC3=C2C=CC(=O)N3C)C)C4=CC=CC5=C4C=CC(=N5)C
P28221,-0.647,COC1=CC2=C(C=C1)NC=C2CCN
P28221,0.9,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=C5C(=CC=C4)N6C=C(N=C6CO5)C
P28221,-2.176,CC(CC1=CNC2=C1C=C(C=C2)O)N
P28221,-3.755,CCCCN1CCC(CC1)COC(=O)C2=CC(=C(C=C2)N)OC
P28221,-1.301,C1CN(CC=C1C2=CSC3=C2C=CC(=C3)F)CCC4C5=C(CCO4)C=C(C=C5)C(=O)N
P28221,-1.8,CC1=NC2=C(C=CC(=C2C=C1)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5)Cl
P28221,-0.5,CC(C)N=C(N)NNCCCNCC1CCC2=CC=CC=C2O1
P28221,-3.041,CN1CCC(CC1)C2=CNC3=C2N=C(C=C3)NC(=O)C4=COC=C4
P28221,-0.924,C1CN(CCC1C2=CNC3=C2C=CC(=C3)F)CCC4C5=C(CCO4)C=C(C=C5)C(=O)N
P28221,-1,C1CC2=CC=CC=C2OC1CNCCCNC3=NC=CN=C3
P28221,-1.929,CC(C)(C)NCC(COC1=CC=CC2=C1C=C(N2)C#N)O
P28221,-2.863,CCC(=O)NC1=NC2=C(C=C1)NC=C2C3CCN(CC3)C
P28221,-2.621,COC1=CC=CC=C1N2CCN(CC2)CCCCC(=O)NCC3=CC=CC=C3C4=CC=CC=C4Cl
P28221,-0.789,C1CN(CCC1NC(CO)C2=CC=CC=C2)CCCC3=CNC4=C3C=C(C=C4)CC5COC(=O)N5
P28221,0.9,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=C5C(=CC=C4)N6C=NC=C6CO5
P28221,-0.362,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NC(=O)CCCCCCCCCCCCCC(=O)NC4=CC5=C(C=C4)NC=C5C6CCN(CC6)C
P28221,0.187,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CCC5=CC(=CC(=C5)F)F
