GPCR,STANDARD_VALUE,smiles
P47898,-4.934,CCN(C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N)C(C)C
P47898,-3.069,CC1(C)N=C(N)Nc2ccccc21
P47898,-3.522,CNC1=NC(=O)C(=CC2=CNC3=C2C=CC=C3Br)N1
P47898,-2.212,CC1C2=CC=CC=C2NC(=N1)NCC3CCCO3
P47898,-1.423,CCC1C2=C(C=CC(=C2Cl)Cl)NC(=N1)N
P47898,-3.729,CN1C(=O)C(=CC2=CNC3=C2C=CC(=C3)Br)N=C1N
P47898,-0.519,C1=CC=C(C(=C1)C2=NC=C(C3=C2C=C(C=C3)C(=O)N=C(N)N)F)F
P47898,-0.431,C1CC1C2=C3CN(CC4(C3=C(C=C2)F)CC4)C(=O)N=C(N)N
P47898,-2.9,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3CCNS3(=O)=O
P47898,-2.95,C1C2=C(C(=CC=C2)Cl)NC(=N1)N
P47898,-2,CN1C2=C(CN(CC2)CCCOC3=CC=CC=C3)C4=CC=CC=C41
P47898,-3.447,CN(C)C1=NCC2=CC=CC=C2N1
P47898,-2.072,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
P47898,-2.753,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)OC
P47898,-2.23,C1=CC2=C(C=C1O)C(=CN2)CCN
P47898,-1.568,CC1C2=CC=CC=C2NC(=N1)NCC3COC4=CC=CC=C4O3
P47898,-3.2,COC1=C(C=CC=C1OCCF)C(=O)C2CCN(CC2)CCC3=CC=C(C=C3)F
P47898,-1.45,CC1C2=C(C(=CC=C2)OC)NC(=N1)NCC(F)F
P47898,-0.041,C1CN(CC2=C(C=CC(=C21)F)C3=C(C=CC=C3F)F)C(=O)N=C(N)N
P47898,-3.249,CN1C2=C(CN(CC2)CC#CCCC3=CC=CC=C3)C4=CC=CC=C41
P47898,-1.58,CC1N=C(N)Nc2ccccc21
P47898,-0.813,CC1C2=C(C=CC(=C2NC(=N1)N)Cl)Cl
P47898,-2.618,CC1C2=C(C=CC=C2Cl)NC(=N1)N
P47898,-1.032,CC1C2=C(C=CC=C2Cl)NC(=N1)NC
P47898,-0.633,C1CN(CC2=C(C=CC(=C21)F)C3=NC=C(C=C3F)Cl)C(=O)N=C(N)N
P47898,-0.146,C1=CC(=C(C(=C1)F)C2=NC=C(C3=C2C=C(C=C3)C(=O)N=C(N)N)F)F
P47898,-2.225,CCCN(CCC)C1CCC2=C(C1C)C=CC=C2OC
P47898,-3.713,CN(C)CCC1=C(NC2=C1C=C(C=C2)OC)C3=CC=CC=C3
P47898,-2.292,CCNC1=NC(C)c2ccccc2N1
P47898,-2.911,CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CNC(=O)OCC5=CC=CC=C5
P47898,-2.301,CN1CCN(S1(=O)=O)CCC2=CC3=C(C=C2)NC=C3CCN(C)C
P47898,-3.145,CN1C2=C(CN(CC2)CCCOC3=CC=C(C=C3)F)C4=C1C(=CC=C4)OC
P47898,-1.524,CC1C2=C(C=CC(=C2NC(=N1)NCC(F)F)Cl)Cl
P47898,-2.59,CC1(N=C(NC(=N1)NC2=CC(=CC=C2)Br)N)C
P47898,-2.318,CN1C2=C(CN(CC2)CC=CCCC3=CC=CC=C3)C4=CC=CC=C41
P47898,-2.8,CN1CCN(S1(=O)=O)C2=CC3=C(C=C2)NC=C3CCN(C)C
P47898,-3.347,CN1CCC2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC
P47898,0.071,C1CC12CN(CC3=C(C=CC(=C23)F)C4=C(C=C(C=C4)F)F)C(=O)N=C(N)N
P47898,-3.51,CC1=CC2=C(C=C1)NC=C2CCN(CC=C)CC=C
P47898,-2.049,C1=CC2=C(C(=C1)Br)NC=C2C=C3C(=O)N=C(N3)N
P47898,-0.204,CC1C2=C(C=CC=C2Cl)NC(=N1)N
P47898,-2.528,O=C(CCCCN1CCN(c2ccccc2O)CC1)n1c2ccccc2c2ccccc21
P47898,-3.505,C1CNCC2=C1C3=CC=CC=C3N2
P47898,-0.672,C1=CC2=C(C=C1C(=O)N=C(N)N)C(=NC=C2F)C3=C(C=NC=C3F)Cl
P47898,-2.431,CN1C2=C(CN(CC2)CCCOC3=CC=C(C=C3)F)C4=C1C=CC(=C4)Cl
P47898,-3.528,CNC1=NC(=O)C(=CC2=CNC3=C2C(=CC=C3)Br)N1
P47898,-2.246,CCOCCCNC1=NC(C2=CC=CC=C2N1)C
P47898,-2.702,CC1C2=C(C=CC(=C2Cl)Cl)NC(=N1)NCC(F)F
P47898,-3.9,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
P47898,-1.58,CC1C2=CC=CC=C2NC(=N1)N
P47898,-2.776,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
P47898,-2.1,CN(C)CCC1=CNC2=C1C=C(C=C2)CCN3CCNS3(=O)=O
P47898,-2.811,NC1=NCc2ccc(F)cc2N1
P47898,-0.204,C1=CC(=C(C(=C1)Cl)C2=NC=C(C3=C2C=C(C=C3)C(=O)N=C(N)N)F)F
P47898,-3.742,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C(=O)CCCC4=CC=CC=C4
P47898,-2.792,CN1C2=C(CCN(C2)CCCOC3=CC=CC=C3)C4=CC=CC=C41
P47898,-3.893,COC1=CC=CC(=C1)CCN2C3C4C5CC6C4C2(C7C6C5C73)O
P47898,-0.7,CN(C)CCN(CC1=CC=C(C=C1)C2=NC=C(C=C2)CNCCC3=CC=CC=C3)C(=O)C=CC4=CC=CC=C4
P47898,-3.108,CN1C(=O)C(=CC2=CNC3=C2C(=CC=C3)Br)N=C1N
P47898,-2.945,CC1=CC2=C(C=C1)NC(=NC2)N
P47898,-2.161,CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
P47898,-2.276,CCCCNC1=NC(C2=CC=CC=C2N1)C
P47898,-4.301,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O
P47898,-0.398,C1CN(CC2=C(C=CC(=C21)Cl)C3=C(C=NC=C3F)F)C(=O)N=C(N)N
P47898,-4.898,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)N(CCC6=CC(=C5O)OC)C)OC
P47898,-2.352,CN1C2=C(CN(CC2)CCCOC3=CC=C(C=C3)F)C4=C1C(=CC=C4)Cl
P47898,-1.4,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3
P47898,-1.279,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
P47898,-3.764,CCCN1CCC(CC1)COC2=NC3=C(C=CC=C3I)C4=CC=CC=C42
P47898,-2.818,NC1=NCc2ccccc2N1
P47898,-1.36,CC1C2=C(C=CC(=C2OC)Cl)NC(=N1)N
P47898,-0.724,C1=CC2=C(C=C1C(=O)N=C(N)N)C(=NC=C2F)C3=C(C=NC=C3F)F
P47898,-2.438,CC1=CC2=C(CN=C(N2)N)C=C1
P47898,-2.464,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
P47898,-2.301,CCC(C)(CNC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C)CO
P47898,-0.672,CC1C2=C(C(=CC(=C2C)Cl)OC)NC(=N1)N
P47898,-0.623,C1CN(CC2=C(C=CC=C21)C3=C(C=C(C=N3)F)F)C(=O)N=C(N)N
P47898,-2.398,CN1C2=C(CN(CC2)CCCOC3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C41
P47898,-0.792,C1=CC2=C(C=C1C(=O)N=C(N)N)C(=NC=C2F)C3=C(C=C(C=N3)F)Cl
P47898,-2.455,CN1C2=C(CN(CC2)CCCC(C3=CC=C(C=C3)F)O)C4=CC=CC=C41
P47898,-3.071,COC1=CC=CC=C1N2CCN(CC2)CCCCC(=O)NCC3=CC=CC=C3C4=CC=CC=C4Cl
P47898,-0.114,CC1=CN=C(C2=C1C=CC(=C2)C(=O)N=C(N)N)C3=C(C=C(C=C3F)F)F
P47898,-2.185,CCCNC1=NC(C2=CC=CC=C2N1)C
P47898,-3.368,CCCNC1CCC2=C(C1C)C=CC=C2OC
P47898,-3.32,C=CCN(CCC1=CNC2=C1C=C(C=C2)Cl)CC=C
P47898,-3,CCC1=CC2=C(O1)C=CC3=C2N(N=C3)CC(C)N
P47898,-1.204,CC1CC(N1C(=O)C2CN(C3CC4=CNC5=CC=CC(=C45)C3=C2)C)C
P47898,-1.982,CC1C2=CC=CC=C2NC(=N1)NCC3COCCO3
P47898,-0.531,C1=CC=C(C(=C1)C2=NC=C(C3=C2C=C(C=C3)C(=O)N=C(N)N)F)Cl
P47898,-2.241,CN1C2=C(CN(CC2)CCCCCC3=CC=CC=C3)C4=CC=CC=C41
P47898,-2.54,NC1=NCc2ccc(Cl)cc2N1
P47898,-0.954,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
P47898,-3,COC1=CC2=C(C=C1)NC=C2C3=CCNCC3
P47898,-2.599,CC1C2=CC=CC=C2NC(=N1)NCCF
P47898,-2.279,CN1C2=C(CN(CC2)CCCOC3=CC=C(C=C3)N)C4=CC=CC=C41
P47898,-2.3,CN1CCC2C(C1)C3=C4N2C5=CC=CC=C5CSC4=CC=C3
P47898,-3.52,COC1=CC2=C(C=C1)NC=C2CCN(CC=C)CC=C
P47898,-2.531,CN1C2=C(CN(CC2)CCCC(=NO)C3=CC=C(C=C3)F)C4=CC=CC=C41
P47898,-3.38,C=CCN(CCC1=CNC2=C1C=C(C=C2)Br)CC=C
P47898,-3.253,CNC1=NCC2=CC=CC=C2N1
P47898,-3.17,C1CC2=CC=CC=C2C(=O)N(C1)CCN3CCC(CC3)N4C5=C(C=C(C=C5)F)NC4=O
P47898,-4.799,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
P47898,-3.183,COC1=CC=CC2=C1C(=CN2)C3=NC(=NC=C3)N
P47898,-2.243,C1CC(N(C1)S(=O)(=O)C2=CC3=C(C=C2)C=CN3)CCN4CCC(CC4)OC5=CC=C(C=C5)Cl
P47898,-3.3,CN1CCN(S1(=O)=O)CC2=CC3=C(C=C2)SC=C3CCN
P47898,-2.1,CN1CCCN(S1(=O)=O)CC2=CC3=C(C=C2)NC=C3CCN(C)C
P47898,-2.359,CN1C(=O)C=NN(C1=O)CCCCN2CCN(CC2)C3=CC=CC4=C3C=C(C=C4)OC
P47898,-2.458,CCCNC1CCC2=C(C=CC=C2C1C)C(=O)OC
P47898,-2.54,C1C2=C(C=C(C=C2)Cl)NC(=N1)N
P47898,-1.1,CN(C)CCN(CC1=CC=C(C=C1)C2=NC=C(C=C2)CNCCC3=CC=CC=C3)C(=O)CCC4CCCC4
P47898,-2.3,C1CN(CCC1NCC2=CC=CC(=C2)C3=CC=C(C=C3)CNCCC4=CC=CC=C4)CC5=CC=CC=C5
P47898,-2.818,C1C2=CC=CC=C2NC(=N1)N
P47898,-3,CC(C)C1=NC(=NC(=C1)C2=CC=C(C3=CC=CC=C32)F)N
P47898,-3.168,CC1C2=C(C=CC=C2Cl)NC(=N1)NCC(F)F
P47898,-2.356,C1CCC2(CC1)N=C(NC(=N2)NC3=CC(=CC=C3)Br)N
P47898,-3.342,C1CCN(C1)CCOC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
P47898,-1,CC1C2=C(C(=CC=C2)OC(C)C)NC(=N1)N
P47898,-2.09,C1=CC2=C(C(=C1)Br)C(=CN2)C=C3C(=O)N=C(N3)N
P47898,-1.807,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O
P47898,-2.78,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
P47898,-4.678,CC1=C(C=CC(=C1OC)CN2CCC3=C(C2)NC4=CC=CC=C34)OC
P47898,-2.968,CN1C2=C(CN(CC2)CCOC3=CC=C(C=C3)F)C4=CC=CC=C41
P47898,-3.934,CCCCN1CCC(CC1)COC(=O)C2=CC(=C(C3=C2OCCO3)NC)Cl
P47898,-0.362,C1=CC2=C(C=C1C(=O)N=C(N)N)C(=NC=C2Cl)C3=C(C=C(C=C3)F)F
P47898,-3.328,CN1C(=O)C=NN(C1=O)CCCCN2CCN(CC2)C3=CC=CC=C3OCCF
P47898,-2.301,CN1C2=C(CN(CC2)CCCOC3=CC=C(C=C3)Cl)C4=CC=CC=C41
P47898,-2.342,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C
P47898,-2.161,CC1=C2CN=C(NC2=CC=C1)N
P47898,-1.346,CC1C2=C(C(=CC=C2)OC(C)C)NC(=N1)NCC(F)F
P47898,-2.97,O=C(CCCCCN1CCN(c2ccccc2O)CC1)n1c2ccccc2c2ccccc21
P47898,-2,CCN1C2=C(CN(CC2)CCCOC3=CC=CC=C3)C4=CC=CC=C41
P47898,-2.688,CC1C2=CC=CC=C2NC(=N1)NCC(F)(F)F
P47898,-1.346,CC1C2=C(C=CC(=C2OC)Cl)NC(=N1)NCC(F)F
P47898,-2.301,CC(=O)NC1=CC=C(C=C1)CN2CCN(S2(=O)=O)CC3=CC4=C(C=C3)NC=C4CCN(C)C
P47898,-0.756,CC1C2=C(C=CC(=C2Cl)Cl)NC(=N1)NCC(F)F
P47898,-1.996,NC1=NCc2c(Cl)cccc2N1
P47898,-2.9,CN1CCN(S1(=O)=O)CC2=CC3=C(C=C2)NC=C3CCN(C)C
P47898,-1.949,C1=CC2=C(C=C1Br)C(=CN2)C=C3C(=O)N=C(N3)N
P47898,-3.347,CN1CCC2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC
P47898,-3.093,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
P47898,-3.084,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
P47898,-0.591,CC1=C2CCN(CC2=C(C=C1)C3=C(C=C(C=N3)F)F)C(=O)N=C(N)N
P47898,-2.945,Cc1ccc2c(c1)CN=C(N)N2
P47898,-2.013,CC1C2=CC=CC=C2NC(=N1)NC
P47898,-2.96,C1C2=C(C=CC(=C2)F)NC(=N1)N
P47898,-0.799,CC1C2=C(C=CC(=C2Cl)Cl)NC(=N1)NC
P47898,-2.96,NC1=NCc2cc(F)ccc2N1
P47898,0.056,C1CC12CN(CC3=C(C=CC(=C23)F)C4=C(C=C(C=C4F)F)F)C(=O)N=C(N)N
P47898,-0.851,COC1=C(C(=CC=C1)F)C2=NC=C(C3=C2C=C(C=C3)C(=O)N=C(N)N)F
P47898,-0.255,CC1C2=C(C=CC(=C2Cl)Cl)NC(=N1)NCC(F)F
P47898,-0.079,C1=CC(=C(C(=C1)F)C2=NC=C(C3=C2C=C(C=C3)C(=O)N=C(N)N)Cl)F
P47898,-3.487,CCCNC1CCC2=C(C1C)C=CC=C2OS(=O)(=O)C(F)(F)F
P47898,-3,CCC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Br
P47898,-4.019,CC1=C(C2=C(N1)C=CC(=C2)OC)CCN(C)C
P47898,-2.7,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
P47898,-1.301,C1=CC2=C(C=C1C(=O)N)C(=CN2)CCN
P47898,-1.4,CN(C)CCN(CC1=CN=C(C=C1)C2=CC=C(C=C2)CNCCC3=CC=CC=C3)C(=O)C=CC4=CC=CC=C4
P47898,-2.444,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
P47898,-2.906,CCCC1C2=CC=CC=C2NC(=N1)N
P47898,-0.114,C1CC12CN(CC3=C(C=CC(=C23)F)C4=CC(=C(C=C4F)F)F)C(=O)N=C(N)N
P47898,-0.833,CC1C2=C(C=CC=C2Cl)NC(=N1)NCC(F)F
P47898,-1.462,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl
P47898,-0.839,C1CN(CC2=C(C=CC(=C21)F)C3=C(C=C(C=N3)F)F)C(=O)N=C(N)N
P47898,-2.292,CCNC1=NC(C2=CC=CC=C2N1)C
P47898,-3.494,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
P47898,-3.299,C1C2=C(C(=CC=C2)F)NC(=N1)N
P47898,-1.5,CN(C)CCN(CC1=CN=C(C=C1)C2=CC=C(C=C2)CNCCC3=CC=CC=C3)C(=O)CCC4CCCC4
P47898,-3.226,CC1=CC=C(C=C1)CCN2CCC(CC2)C(=O)C3=C(C(=CC=C3)OCCF)OC
P47898,-3,CC1(CNS(=O)(=O)N1CC2=CC3=C(C=C2)NC=C3CCN(C)C)C
