Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Compost PFAS Concentration,Compost_PFAS,PFPeA,PFPeA concentration,3.424,10e-6g/kg,5,3.424,,,0.41,8.59,,
Compost PFAS Concentration,Compost_PFAS,PFHxA,PFHxA concentration,16.407,10e-6g/kg,5,16.407,,,0,61,,
Compost PFAS Concentration,Compost_PFAS,PFHpA,PFHpA concentration,0.826,10e-6g/kg,5,0.826,,,0,6.5,,
Compost PFAS Concentration,Compost_PFAS,PFNA,PFNA concentration,1.045,10e-6g/kg,5,1.045,,,0,8.1,,
Compost PFAS Concentration,Compost_PFAS,PFDA,PFDA concentration,2.71,10e-6g/kg,5,2.71,,,0,20.5,,
Compost PFAS Concentration,Compost_PFAS,PFBS,PFBS concentration,7.36,10e-6g/kg,5,7.36,,,0,41.9,,
Compost PFAS Concentration,Compost_PFAS,PFHxS,PFHxS concentration,0.19,10e-6g/kg,5,0.19,,,0,1.9,,
Compost Residuals,CompostResiduals,bulk_dens,Bulk density - wet,500,kg/m3,,,,,,,,
Compost Residuals,CompostResiduals,ts_cont,Total solids content - wet,0.6,fraction wet weight,,,,,,,,
Compost Residuals,CompostResiduals,VS_cont,VS content - dry,0.6,kg VS/kg TS,,,,,,,,
Compost Residuals,CompostResiduals,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFOA,PFOA concentration,5.4,10e-6g/kg,3,5.4,3,,2.5,10.3,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFOS,PFOS concentration,1.09,10e-6g/kg,3,1.09,0.4,,0.4,1.6,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFBA,PFBA concentration,6.942857,10e-6g/kg,3,6.942857,3.8,,2.8,12,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFPeA,PFPeA concentration,5.967143,10e-6g/kg,3,5.967143,2.3,,2.7,8.6,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFHxA,PFHxA concentration,28.75286,10e-6g/kg,3,28.75286,13.1,,10.5,49.8,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFHpA,PFHpA concentration,0.365714,10e-6g/kg,3,0.365714,1,,0,2.6,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFNA,PFNA concentration,0.327143,10e-6g/kg,3,0.327143,0.4,,0,1.1,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFDA,PFDA concentration,0.73,10e-6g/kg,3,0.73,1.1,,0.1,3.2,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFBS,PFBS concentration,1.631429,10e-6g/kg,3,1.631429,2.7,,0,7.6,,
Compost Residuals PFAS Concentration,CompostResiduals_PFAS,PFHxS,PFHxS concentration,0.201429,10e-6g/kg,3,0.201429,0.1,,0.1,0.3,,
MSW,MSW,bulk_dens,Bulk density - wet,387,kg/m3,4,,,,344,464,,
MSW,MSW,ts_cont,Total solids content - wet,0.254,fraction wet weight,4,,,,0.23,0.31,,
MSW,MSW,VS_cont,VS content - dry,0.53,kg VS/kg TS,4,,,,0.46,0.6,,
MSW,MSW,C_cont,Organic C content - dry,0.331,fraction TS,4,,,,0.259,0.334,,
MSW PFAS Concentration,MSW_PFAS,PFOA,PFOA concentration,1.07,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFOS,PFOS concentration,0.84,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,4,,,,0,10,,
MSW PFAS Concentration,MSW_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,4,,,,0,10,,
Contact Water,ContactWater,density,Density,1,kg/L,,,,,,,,
Contact Water,ContactWater,ts_cont,Total solids content - wet,0,fraction wet weight,,,,,,,,
Contact Water,ContactWater,C_cont,Organic C content - dry,0.6,fraction TS,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFOA,PFOA concentration,0.2,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFOS,PFOS concentration,0.06,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFBA,PFBA concentration,1,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFPeA,PFPeA concentration,0.94,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFHxA,PFHxA concentration,4.76,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFHpA,PFHpA concentration,0.29,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFNA,PFNA concentration,0.03,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFBS,PFBS concentration,2.13,10e-6g/kg,,,,,,,,
Contact Water PFAS Concentration,ContactWater_PFAS,PFHxS,PFHxS concentration,0.0115,10e-6g/kg,,,,,,,,
Contaminated Soil,ContaminatedSoil,bulk_dens,Bulk density - wet,1175,kg/m3,4,,,,900,1400,,User should input known properties for contaminated soil
Contaminated Soil,ContaminatedSoil,ts_cont,Total solids content - wet,0.85,fraction wet weight,,,,,,,,User should input known properties for contaminated soil
Contaminated Soil,ContaminatedSoil,C_cont,Organic C content - dry,0.01,fraction TS,4,,,,0.005,0.1,,User should input known properties for contaminated soil
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFOA,PFOA concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFOS,PFOS concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFBA,PFBA concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFPeA,PFPeA concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFHxA,PFHxA concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFHpA,PFHpA concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFNA,PFNA concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFDA,PFDA concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFBS,PFBS concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Contaminated Soil PFAS Concentration,ContaminatedSoil_PFAS,PFHxS,PFHxS concentration,1000,10e-6g/kg,4,,,,0,3000,,User should input known contamination level of soil.
Combustion Residuals,CombustionResiduals,bulk_dens,Bulk density - wet,1000,kg/m3,,,,,,,,
Combustion Residuals,CombustionResiduals,ts_cont,Total solids content - wet,0.85,fraction wet weight,,,,,,,,
Combustion Residuals,CombustionResiduals,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFOA,PFOA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFOS,PFOS concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFBA,PFBA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFPeA,PFPeA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFHxA,PFHxA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFHpA,PFHpA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFNA,PFNA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFDA,PFDA concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFBS,PFBS concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFHxS,PFHxS concentration,0.0001,10e-6g/kg,4,,,,0,0.003,,
LF Leachate,LFLeachate,density,Density,1,kg/L,4,,,,0.995,1.005,,
LF Leachate,LFLeachate,ts_cont,Total solids content - wet,0.01,fraction wet weight,4,,,,0.005,0.05,,
LF Leachate,LFLeachate,C_cont,Organic C content - dry,0.5,fraction TS,4,,,,0.3,0.7,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFOA,PFOA concentration,5.7,10e-6g/kg,4,,,,0.3,10,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFOS,PFOS concentration,0.09,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFBA,PFBA concentration,0.75,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFPeA,PFPeA concentration,0.68,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFHxA,PFHxA concentration,1.65,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFHpA,PFHpA concentration,0.55,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFNA,PFNA concentration,0.05,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFDA,PFDA concentration,0.03,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFBS,PFBS concentration,0.19,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFHxS,PFHxS concentration,0.27,10e-6g/kg,,,,,,,,
Contaminated Water,ContaminatedWater,density,Density,1,kg/L,,,,,,,,
Contaminated Water,ContaminatedWater,ts_cont,Total solids content - wet,0.005,fraction wet weight,,,,,,,,User should input known properties for contaminated water
Contaminated Water,ContaminatedWater,C_cont,Organic C content - dry,0.5,kg C/kg TS,,,,,,,,User should input known properties for contaminated water
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFOA,PFOA concentration,100,10e-6g/kg,4,,,,10,1000,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFOS,PFOS concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFBA,PFBA concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFPeA,PFPeA concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFHxA,PFHxA concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFHpA,PFHpA concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFNA,PFNA concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFDA,PFDA concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFBS,PFBS concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFHxS,PFHxS concentration,100,10e-6g/kg,,,,,,,,User should input known contamination level of water.
WWT Screen Rejects,WWTScreenRejects,bulk_dens,Bulk density - wet,800,kg/m3,,,,,,,,
WWT Screen Rejects,WWTScreenRejects,ts_cont,Total solids content - wet,0.6,fraction wet weight,,,,,,,,
WWT Screen Rejects,WWTScreenRejects,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFOA,PFOA concentration,0,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFOS,PFOS concentration,0.297333,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFBA,PFBA concentration,0.164333,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFPeA,PFPeA concentration,0.414,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFHxA,PFHxA concentration,0.481333,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFHpA,PFHpA concentration,0.065333,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFNA,PFNA concentration,0.054333,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFDA,PFDA concentration,0.176667,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFBS,PFBS concentration,0.060667,10e-6g/kg,,,,,,,,
WWT Screen Rejects PFAS Concentration,WWTScreenRejects_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,bulk_dens,Bulk density - wet,800,kg/m3,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,ts_cont,Total solids content - wet,0.2,fraction wet weight,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,VS_cont,VS content - dry,0.6,kg VS/kg TS,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,C_cont,Organic C content - dry,0.38,fraction TS,,,,,0.3,0.45,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFOA,PFOA concentration,0.934565,10e-6g/kg,5,0.934565,,,0.13008,3.98008,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFOS,PFOS concentration,3.678926,10e-6g/kg,5,3.678926,,,0.53208,11.30008,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFBA,PFBA concentration,0.146226,10e-6g/kg,5,0.146226,,,0.00008,0.98008,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFPeA,PFPeA concentration,0.365103,10e-6g/kg,5,0.365103,,,0.00008,4.98008,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFHxA,PFHxA concentration,0.511518,10e-6g/kg,5,0.511518,,,0.00008,2.26008,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFHpA,PFHpA concentration,0.088188,10e-6g/kg,5,0.088188,,,0.00008,0.86808,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFNA,PFNA concentration,0.373149,10e-6g/kg,5,0.373149,,,0.00008,1.34208,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFDA,PFDA concentration,1.55218,10e-6g/kg,5,1.55218,,,0.13928,16.86008,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFBS,PFBS concentration,0.125018,10e-6g/kg,5,0.125018,,,0.00008,1.59408,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFHxS,PFHxS concentration,0.107265,10e-6g/kg,5,0.107265,,,0.00008,0.55608,,
Dried WWT Solids,DriedWWTSolids,bulk_dens,Bulk density - wet,800,kg/m3,,,,,,,,
Dried WWT Solids,DriedWWTSolids,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,
Dried WWT Solids,DriedWWTSolids,VS_cont,VS content - dry,0.6,kg VS/kg TS,,,,,,,,
Dried WWT Solids,DriedWWTSolids,C_cont,Organic C content - dry,0.38,fraction TS,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFOA,PFOA concentration,4.20519077,10e-6g/kg,5,4.20519077,,,0.58501,17.91001,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFOS,PFOS concentration,16.5548177,10e-6g/kg,5,16.5548177,,,2.39401,50.85001,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFBA,PFBA concentration,0.65766769,10e-6g/kg,5,0.65766769,,,0.00001,4.41001,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFPeA,PFPeA concentration,1.64261385,10e-6g/kg,5,1.64261385,,,0.00001,22.41001,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFHxA,PFHxA concentration,2.30148308,10e-6g/kg,5,2.30148308,,,0.00001,10.17001,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFHpA,PFHpA concentration,0.39649462,10e-6g/kg,5,0.39649462,,,0.00001,3.90601,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFNA,PFNA concentration,1.67882154,10e-6g/kg,5,1.67882154,,,0.00001,6.03901,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFDA,PFDA concentration,6.98446,10e-6g/kg,5,6.98446,,,0.62641,75.87001,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFBS,PFBS concentration,0.56223308,10e-6g/kg,5,0.56223308,,,0.00001,7.17301,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFHxS,PFHxS concentration,0.48234077,10e-6g/kg,5,0.48234077,,,0.00001,2.50201,,
Raw WWT Solids,RawWWTSolids,bulk_dens,Bulk density - wet,1000,kg/m3,,,,,,,,
Raw WWT Solids,RawWWTSolids,ts_cont,Total solids content - wet,0.03,kg-TS/kg,,,,,0.005,0.05,,
Raw WWT Solids,RawWWTSolids,VS_cont,VS content - dry,0.6,kg VS/kg TS,,,,,,,,
Raw WWT Solids,RawWWTSolids,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFOA,PFOA concentration,0.14027,10e-6g/kg,5,0.14027,,,0.019597,0.597097,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFOS,PFOS concentration,0.551924,10e-6g/kg,5,0.551924,,,0.079897,1.695097,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFBA,PFBA concentration,0.022019,10e-6g/kg,5,0.022019,,,0.000097,0.147097,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFPeA,PFPeA concentration,0.05485,10e-6g/kg,5,0.05485,,,0.000097,0.747097,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFHxA,PFHxA concentration,0.076813,10e-6g/kg,5,0.076813,,,0.000097,0.339097,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFHpA,PFHpA concentration,0.013313,10e-6g/kg,5,0.013313,,,0.000097,0.130297,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFNA,PFNA concentration,0.056057,10e-6g/kg,5,0.056057,,,0.000097,0.201397,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFDA,PFDA concentration,0.232912,10e-6g/kg,5,0.232912,,,0.020977,2.529097,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFBS,PFBS concentration,0.018838,10e-6g/kg,5,0.018838,,,0.000097,0.239197,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFHxS,PFHxS concentration,0.016175,10e-6g/kg,5,0.016175,,,0.000097,0.083497,,
WWT Effluent,WWTEffluent,density,Density,1,kg/L,,,,,,,,
WWT Effluent,WWTEffluent,ts_cont,Total solids content - wet,0.00003,kg-TS/kg,,,,,0,0.000045,,
WWT Effluent,WWTEffluent,C_cont,Organic C content - dry,0.5,fraction TS,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFOA,PFOA concentration,0.1,10e-6g/kg,4,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFOS,PFOS concentration,0.01,10e-6g/kg,4,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFNA,PFNA concentration,0.007,10e-6g/kg,4,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFDA,PFDA concentration,0.003,10e-6g/kg,4,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,0,0.5,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFHxS,PFHxS concentration,0.007,10e-6g/kg,4,,,,0,0.5,,
Spent GAC,SpentGAC,bulk_dens,Bulk density - wet,500,kg/m3,,,,,,,,
Spent GAC,SpentGAC,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,
Spent GAC,SpentGAC,Ash_cont,VS content - dry,0.078,kg VS/kg TS,4,,,,0.04,0.14,,"Ash content will vary based on GAC type (coconut, wood, etc.)"
Spent GAC,SpentGAC,C_cont,Organic C content - dry,0.7,fraction TS,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFOA,PFOA concentration,900,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFOS,PFOS concentration,1500,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFHpA,PFHpA concentration,0,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFNA,PFNA concentration,0,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFDA,PFDA concentration,0,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFBS,PFBS concentration,0,10e-6g/kg,,,,,,,,
Spent GAC PFAS Concentration,SpentGAC_PFAS,PFHxS,PFHxS concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate,ROConcentrate,density,Density,1,kg/L,,,,,,,,
RO Concentrate,ROConcentrate,ts_cont,Total solids content - wet,0.9,fraction wet weight,,,,,,,,
RO Concentrate,ROConcentrate,VS_cont,VS content - dry,0.922,kg VS/kg TS,,,,,,,,
RO Concentrate,ROConcentrate,C_cont,Organic C content - dry,0.7,fraction TS,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFOA,PFOA concentration,72462250,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFOS,PFOS concentration,112529250,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFBA,PFBA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFPeA,PFPeA concentration,0,10e-6g/kg,,,,,,,,
RO Concentrate PFAS Concentration,ROConcentrate_PFAS,PFHxA,PFHxA concentration,0,10e-6g/kg,,,,,,,,
