Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Log partition coefficient,LogPartCoef,PFHxS,PFHxS Log Koc (Landfill),2.79,log L/kg OC,5,2.79,,,2.05,2.875,"[2,3,4,5]",
Log partition coefficient for GAC,LogPartCoef_GAC,PFOA,PFOA Log K (GAC),4.87,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFOS,PFOS Log K (GAC),5.08,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFBA,PFBA Log K (GAC),4.49,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFPeA,PFPeA Log K (GAC),4.59,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFHxA,PFHxA Log K (GAC),4.68,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFHpA,PFHpA Log K (GAC),4.78,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFNA,PFNA Log K (GAC),4.97,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFDA,PFDA Log K (GAC),5.06,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFBS,PFBS Log K (GAC),4.68,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for GAC,LogPartCoef_GAC,PFHxS,PFHxS Log K (GAC),4.88,log L/kg,,,,,,,,Detlef Knappe (2020)
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFOA,PFOA Log K (SpentIER),5.66,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFOS,PFOS Log K (SpentIER),7.05,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFBA,PFBA Log K (SpentIER),4.38,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFPeA,PFPeA Log K (SpentIER),4.78,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFHxA,PFHxA Log K (SpentIER),5.15,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFHpA,PFHpA Log K (SpentIER),5.44,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFNA,PFNA Log K (SpentIER),5.87,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFDA,PFDA Log K (SpentIER),6.25,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFBS,PFBS Log K (SpentIER),5.87,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
Log partition coefficient for Spent IER,LogPartCoef_SpentIER,PFHxS,PFHxS Log K (SpentIER),6.46,log L/kg,,,,,,,,"Detlef Knappe: (unpublished so far, manuscript in prep)"
